,id_discente,situacao,media_final
0,0907eeafb9c505441536081d3d8e2694,REPROVADO,0.6999999999999998
1,10d88454fabcfe5b309f3cdef7283f80,APROVADO,8.1
2,1ddf8aede167ae97609cf4364b7d57f4,APROVADO POR NOTA,6.900000000000001
3,2e2c671905cd0f9394c91003ab0b84c3,REPROVADO POR MÉDIA E POR FALTAS,3.5
4,32f2223f4e512312447836b6aada228b,APROVADO POR NOTA,6.7
5,36ed3b7c0594c7b3e4ecdd3a8c8e16d2,REPROVADO POR NOTA,5.400000000000001
6,3cdeb6e971e1bc4254c14180b6c8ea9d,APROVADO,8.7
7,3d58d738d749823541413f227c04836f,REPROVADO POR NOTA,5.0
8,42c01d3cfdec6ead5b93dfb4cf3af266,APROVADO,7.599999999999999
9,45dbb8ae6c38d1d2605b09bf647cb66f,APROVADO,7.099999999999999
10,63bd34c4f0f0ff721454b0822316e71a,CANCELADO,3.7000000000000006
11,652e3ec7161d1ab5bd3405bb8a1a15af,CANCELADO,0.3
12,7c13a7e405b41c29a58a34f501dd4386,APROVADO,7.900000000000001
13,7e9f0f156069b2485db319b52eb1aae1,APROVADO,7.5
14,961527b74f24187294f177a5d0725dea,APROVADO,7.0
15,9bfe10f019776f6fa46cfdf1d6497c34,CANCELADO,0.6
16,aa078285f6120aac6663ad76d9977fdd,APROVADO POR NOTA,6.5
17,c6d55a7694ee1cd636ba496874ee636c,REPROVADO,0.8000000000000002
18,cb832df0ede9593077fadd60ce7d3f7b,APROVADO,7.8
19,cc136820442b03933151b175e0cca275,APROVADO POR NOTA,6.099999999999999
20,cfff0e6372f32b002496ea48e4e00642,REPROVADO,4.9
21,d10182245b5259430856082688b07f91,REPROVADO,0.8000000000000002
22,dc27c0f2b4d9cf0b7cc8c3dfd8566098,REPROVADO,0.3
23,f6a125c65d63e9341a4dc59dba177cfe,APROVADO POR NOTA,6.400000000000001
24,ff978f34f782e2635222c5593e9c2218,APROVADO,7.0
